DATE,TIME,DOY,HOUR,DST,X,Y
2020-01-01,12:00:00 AM,1.00,24:00:00,-6,0,-50
2020-01-01,1:00:00 AM,1.00,24:02:30,0,0,-50
2020-01-01,2:00:00 AM,1.00,24:05:00,4,0,-50
2020-01-01,3:00:00 AM,1.00,24:07:30,6,0,-50
2020-01-01,4:00:00 AM,1.00,24:10:00,8,0,-50
2020-01-01,5:00:00 AM,1.00,24:12:30,11,0,-50
2020-01-01,6:00:00 AM,1.00,24:15:00,12,0,-50
2020-01-01,7:00:00 AM,1.00,24:17:30,9,0,-50
2020-01-01,8:00:00 AM,1.00,24:20:00,5,0,-50
2020-01-01,9:00:00 AM,1.00,24:22:30,2,0,-50
2020-01-01,10:00:00 AM,1.00,24:25:00,2,0,-50
2020-01-01,11:00:00 AM,1.00,24:27:30,4,0,-50
2020-01-01,12:00:00 PM,1.00,24:30:00,4,0,-50
2020-01-01,1:00:00 PM,1.00,24:32:30,3,0,-50
2020-01-01,2:00:00 PM,1.00,24:35:00,4,0,-50
2020-01-01,3:00:00 PM,1.00,24:37:30,3,0,-50
2020-01-01,4:00:00 PM,1.00,24:40:00,-1,0,-50
2020-01-01,5:00:00 PM,1.00,24:42:30,-2,0,-50
2020-01-01,6:00:00 PM,1.00,24:45:00,-1,0,-50
2020-01-01,7:00:00 PM,1.00,24:47:30,2,0,-50
2020-01-01,8:00:00 PM,1.00,24:50:00,5,0,-50
2020-01-01,9:00:00 PM,1.00,24:52:30,6,0,-50
2020-01-01,10:00:00 PM,1.00,24:55:00,5,0,-50
2020-01-01,11:00:00 PM,1.00,24:57:30,4,0,-50
2020-01-02,12:00:00 AM,2.00,48:00:00,2,0,-50
2020-01-02,1:00:00 AM,2.00,48:02:30,5,0,-50
2020-01-02,2:00:00 AM,2.00,48:05:00,8,0,-50
2020-01-02,3:00:00 AM,2.00,48:07:30,8,0,-50
2020-01-02,4:00:00 AM,2.00,48:10:00,9,0,-50
2020-01-02,5:00:00 AM,2.00,48:12:30,10,0,-50
2020-01-02,6:00:00 AM,2.00,48:15:00,10,0,-50
2020-01-02,7:00:00 AM,2.00,48:17:30,9,0,-50
2020-01-02,8:00:00 AM,2.00,48:20:00,7,0,-50
2020-01-02,9:00:00 AM,2.00,48:22:30,2,0,-50
2020-01-02,10:00:00 AM,2.00,48:25:00,-1,0,-50
2020-01-02,11:00:00 AM,2.00,48:27:30,1,0,-50
2020-01-02,12:00:00 PM,2.00,48:30:00,4,0,-50
2020-01-02,1:00:00 PM,2.00,48:32:30,2,0,-50
2020-01-02,2:00:00 PM,2.00,48:35:00,1,0,-50
2020-01-02,3:00:00 PM,2.00,48:37:30,0,0,-50
2020-01-02,4:00:00 PM,2.00,48:40:00,-3,0,-50
2020-01-02,5:00:00 PM,2.00,48:42:30,-3,0,-50
2020-01-02,6:00:00 PM,2.00,48:45:00,-4,0,-50
2020-01-02,7:00:00 PM,2.00,48:47:30,-2,0,-50
2020-01-02,8:00:00 PM,2.00,48:50:00,-1,0,-50
2020-01-02,9:00:00 PM,2.00,48:52:30,-3,0,-50
2020-01-02,10:00:00 PM,2.00,48:55:00,-3,0,-50
2020-01-02,11:00:00 PM,2.00,48:57:30,1,0,-50
2020-01-03,12:00:00 AM,3.00,72:00:00,6,0,-50
2020-01-03,1:00:00 AM,3.00,72:02:30,8,0,-50
2020-01-03,2:00:00 AM,3.00,72:05:00,10,0,-50
2020-01-03,3:00:00 AM,3.00,72:07:30,11,0,-50
2020-01-03,4:00:00 AM,3.00,72:10:00,14,0,-50
2020-01-03,5:00:00 AM,3.00,72:12:30,14,0,-50
2020-01-03,6:00:00 AM,3.00,72:15:00,6,0,-50
2020-01-03,7:00:00 AM,3.00,72:17:30,3,0,-50
2020-01-03,8:00:00 AM,3.00,72:20:00,-6,0,-50
2020-01-03,9:00:00 AM,3.00,72:22:30,-10,0,-50
2020-01-03,10:00:00 AM,3.00,72:25:00,-5,0,-50
2020-01-03,11:00:00 AM,3.00,72:27:30,1,0,-50
2020-01-03,12:00:00 PM,3.00,72:30:00,0,0,-50
2020-01-03,1:00:00 PM,3.00,72:32:30,-2,0,-50
2020-01-03,2:00:00 PM,3.00,72:35:00,-4,0,-50
2020-01-03,3:00:00 PM,3.00,72:37:30,-5,0,-50
2020-01-03,4:00:00 PM,3.00,72:40:00,-3,0,-50
2020-01-03,5:00:00 PM,3.00,72:42:30,-3,0,-50
2020-01-03,6:00:00 PM,3.00,72:45:00,-3,0,-50
2020-01-03,7:00:00 PM,3.00,72:47:30,-2,0,-50
2020-01-03,8:00:00 PM,3.00,72:50:00,-3,0,-50
2020-01-03,9:00:00 PM,3.00,72:52:30,-7,0,-50
2020-01-03,10:00:00 PM,3.00,72:55:00,-8,0,-50
2020-01-03,11:00:00 PM,3.00,72:57:30,-10,0,-50
2020-01-04,12:00:00 AM,4.00,96:00:00,-8,0,-50
2020-01-04,1:00:00 AM,4.00,96:02:30,-7,0,-50
2020-01-04,2:00:00 AM,4.00,96:05:00,-4,0,-50
2020-01-04,3:00:00 AM,4.00,96:07:30,-3,0,-50
2020-01-04,4:00:00 AM,4.00,96:10:00,-2,0,-50
2020-01-04,5:00:00 AM,4.00,96:12:30,-6,0,-50
2020-01-04,6:00:00 AM,4.00,96:15:00,-8,0,-50
2020-01-04,7:00:00 AM,4.00,96:17:30,-9,0,-50
2020-01-04,8:00:00 AM,4.00,96:20:00,-7,0,-50
2020-01-04,9:00:00 AM,4.00,96:22:30,-5,0,-50
2020-01-04,10:00:00 AM,4.00,96:25:00,-2,0,-50
2020-01-04,11:00:00 AM,4.00,96:27:30,0,0,-50
2020-01-04,12:00:00 PM,4.00,96:30:00,0,0,-50
2020-01-04,1:00:00 PM,4.00,96:32:30,-1,0,-50
2020-01-04,2:00:00 PM,4.00,96:35:00,-5,0,-50
2020-01-04,3:00:00 PM,4.00,96:37:30,-11,0,-50
2020-01-04,4:00:00 PM,4.00,96:40:00,-18,0,-50
2020-01-04,5:00:00 PM,4.00,96:42:30,-24,0,-50
2020-01-04,6:00:00 PM,4.00,96:45:00,-24,0,-50
2020-01-04,7:00:00 PM,4.00,96:47:30,-21,0,-50
2020-01-04,8:00:00 PM,4.00,96:50:00,-18,0,-50
2020-01-04,9:00:00 PM,4.00,96:52:30,-22,0,-50
2020-01-04,10:00:00 PM,4.00,96:55:00,-20,0,-50
2020-01-04,11:00:00 PM,4.00,96:57:30,-18,0,-50
2020-01-05,12:00:00 AM,5.00,120:00:00,-15,0,-50
2020-01-05,1:00:00 AM,5.00,120:02:30,-15,0,-50
2020-01-05,2:00:00 AM,5.00,120:05:00,-12,0,-50
2020-01-05,3:00:00 AM,5.00,120:07:30,-9,0,-50
2020-01-05,4:00:00 AM,5.00,120:10:00,-8,0,-50
2020-01-05,5:00:00 AM,5.00,120:12:30,-9,0,-50
2020-01-05,6:00:00 AM,5.00,120:15:00,-6,0,-50
2020-01-05,7:00:00 AM,5.00,120:17:30,-8,0,-50
2020-01-05,8:00:00 AM,5.00,120:20:00,-4,0,-50
2020-01-05,9:00:00 AM,5.00,120:22:30,-2,0,-50
2020-01-05,10:00:00 AM,5.00,120:25:00,-1,0,-50
2020-01-05,11:00:00 AM,5.00,120:27:30,2,0,-50
2020-01-05,12:00:00 PM,5.00,120:30:00,3,0,-50
2020-01-05,1:00:00 PM,5.00,120:32:30,6,0,-50
2020-01-05,2:00:00 PM,5.00,120:35:00,4,0,-50
2020-01-05,3:00:00 PM,5.00,120:37:30,3,0,-50
2020-01-05,4:00:00 PM,5.00,120:40:00,2,0,-50
2020-01-05,5:00:00 PM,5.00,120:42:30,7,0,-50
2020-01-05,6:00:00 PM,5.00,120:45:00,5,0,-50
2020-01-05,7:00:00 PM,5.00,120:47:30,-15,0,-50
2020-01-05,8:00:00 PM,5.00,120:50:00,-19,0,-50
2020-01-05,9:00:00 PM,5.00,120:52:30,-21,0,-50
2020-01-05,10:00:00 PM,5.00,120:55:00,-18,0,-50
2020-01-05,11:00:00 PM,5.00,120:57:30,-19,0,-50
2020-01-06,12:00:00 AM,6.00,144:00:00,-23,0,-50
2020-01-06,1:00:00 AM,6.00,144:02:30,-23,0,-50
2020-01-06,2:00:00 AM,6.00,144:05:00,-16,0,-50
2020-01-06,3:00:00 AM,6.00,144:07:30,-10,0,-50
2020-01-06,4:00:00 AM,6.00,144:10:00,-9,0,-50
2020-01-06,5:00:00 AM,6.00,144:12:30,-10,0,-50
2020-01-06,6:00:00 AM,6.00,144:15:00,-10,0,-50
2020-01-06,7:00:00 AM,6.00,144:17:30,-10,0,-50
2020-01-06,8:00:00 AM,6.00,144:20:00,-9,0,-50
2020-01-06,9:00:00 AM,6.00,144:22:30,-7,0,-50
2020-01-06,10:00:00 AM,6.00,144:25:00,-4,0,-50
2020-01-06,11:00:00 AM,6.00,144:27:30,-4,0,-50
2020-01-06,12:00:00 PM,6.00,144:30:00,-4,0,-50
2020-01-06,1:00:00 PM,6.00,144:32:30,-6,0,-50
2020-01-06,2:00:00 PM,6.00,144:35:00,-6,0,-50
2020-01-06,3:00:00 PM,6.00,144:37:30,-3,0,-50
2020-01-06,4:00:00 PM,6.00,144:40:00,-5,0,-50
2020-01-06,5:00:00 PM,6.00,144:42:30,-7,0,-50
2020-01-06,6:00:00 PM,6.00,144:45:00,-12,0,-50
2020-01-06,7:00:00 PM,6.00,144:47:30,-15,0,-50
2020-01-06,8:00:00 PM,6.00,144:50:00,-10,0,-50
2020-01-06,9:00:00 PM,6.00,144:52:30,-8,0,-50
2020-01-06,10:00:00 PM,6.00,144:55:00,-3,0,-50
2020-01-06,11:00:00 PM,6.00,144:57:30,-3,0,-50
2020-01-07,12:00:00 AM,7.00,168:00:00,-7,0,-50
2020-01-07,1:00:00 AM,7.00,168:02:30,-8,0,-50
2020-01-07,2:00:00 AM,7.00,168:05:00,-5,0,-50
2020-01-07,3:00:00 AM,7.00,168:07:30,-4,0,-50
2020-01-07,4:00:00 AM,7.00,168:10:00,-7,0,-50
2020-01-07,5:00:00 AM,7.00,168:12:30,-7,0,-50
2020-01-07,6:00:00 AM,7.00,168:15:00,-6,0,-50
2020-01-07,7:00:00 AM,7.00,168:17:30,-6,0,-50
2020-01-07,8:00:00 AM,7.00,168:20:00,-7,0,-50
2020-01-07,9:00:00 AM,7.00,168:22:30,-7,0,-50
2020-01-07,10:00:00 AM,7.00,168:25:00,-4,0,-50
2020-01-07,11:00:00 AM,7.00,168:27:30,-2,0,-50
2020-01-07,12:00:00 PM,7.00,168:30:00,-3,0,-50
2020-01-07,1:00:00 PM,7.00,168:32:30,-3,0,-50
2020-01-07,2:00:00 PM,7.00,168:35:00,-2,0,-50
2020-01-07,3:00:00 PM,7.00,168:37:30,0,0,-50
2020-01-07,4:00:00 PM,7.00,168:40:00,-3,0,-50
2020-01-07,5:00:00 PM,7.00,168:42:30,-8,0,-50
2020-01-07,6:00:00 PM,7.00,168:45:00,-9,0,-50
2020-01-07,7:00:00 PM,7.00,168:47:30,-6,0,-50
2020-01-07,8:00:00 PM,7.00,168:50:00,-4,0,-50
2020-01-07,9:00:00 PM,7.00,168:52:30,-8,0,-50
2020-01-07,10:00:00 PM,7.00,168:55:00,-10,0,-50
2020-01-07,11:00:00 PM,7.00,168:57:30,-7,0,-50
2020-01-08,12:00:00 AM,8.00,192:00:00,-6,0,-50
2020-01-08,1:00:00 AM,8.00,192:02:30,-5,0,-50
2020-01-08,2:00:00 AM,8.00,192:05:00,-5,0,-50
2020-01-08,3:00:00 AM,8.00,192:07:30,-5,0,-50
2020-01-08,4:00:00 AM,8.00,192:10:00,-2,0,-50
2020-01-08,5:00:00 AM,8.00,192:12:30,-4,0,-50
2020-01-08,6:00:00 AM,8.00,192:15:00,-10,0,-50
2020-01-08,7:00:00 AM,8.00,192:17:30,-15,0,-50
2020-01-08,8:00:00 AM,8.00,192:20:00,-17,0,-50
2020-01-08,9:00:00 AM,8.00,192:22:30,-16,0,-50
2020-01-08,10:00:00 AM,8.00,192:25:00,-11,0,-50
2020-01-08,11:00:00 AM,8.00,192:27:30,-4,0,-50
2020-01-08,12:00:00 PM,8.00,192:30:00,2,0,-50
2020-01-08,1:00:00 PM,8.00,192:32:30,1,0,-50
2020-01-08,2:00:00 PM,8.00,192:35:00,2,0,-50
2020-01-08,3:00:00 PM,8.00,192:37:30,-1,0,-50
2020-01-08,4:00:00 PM,8.00,192:40:00,-2,0,-50
2020-01-08,5:00:00 PM,8.00,192:42:30,-10,0,-50
2020-01-08,6:00:00 PM,8.00,192:45:00,-16,0,-50
2020-01-08,7:00:00 PM,8.00,192:47:30,-16,0,-50
2020-01-08,8:00:00 PM,8.00,192:50:00,-13,0,-50
2020-01-08,9:00:00 PM,8.00,192:52:30,-18,0,-50
2020-01-08,10:00:00 PM,8.00,192:55:00,-21,0,-50
2020-01-08,11:00:00 PM,8.00,192:57:30,-21,0,-50
2020-01-09,12:00:00 AM,9.00,216:00:00,-20,0,-50
2020-01-09,1:00:00 AM,9.00,216:02:30,-19,0,-50
2020-01-09,2:00:00 AM,9.00,216:05:00,-15,0,-50
2020-01-09,3:00:00 AM,9.00,216:07:30,-12,0,-50
2020-01-09,4:00:00 AM,9.00,216:10:00,-11,0,-50
2020-01-09,5:00:00 AM,9.00,216:12:30,-18,0,-50
2020-01-09,6:00:00 AM,9.00,216:15:00,-24,0,-50
2020-01-09,7:00:00 AM,9.00,216:17:30,-31,0,-50
2020-01-09,8:00:00 AM,9.00,216:20:00,-30,0,-50
2020-01-09,9:00:00 AM,9.00,216:22:30,-28,0,-50
2020-01-09,10:00:00 AM,9.00,216:25:00,-27,0,-50
2020-01-09,11:00:00 AM,9.00,216:27:30,-19,0,-50
2020-01-09,12:00:00 PM,9.00,216:30:00,-21,0,-50
2020-01-09,1:00:00 PM,9.00,216:32:30,-20,0,-50
2020-01-09,2:00:00 PM,9.00,216:35:00,-19,0,-50
2020-01-09,3:00:00 PM,9.00,216:37:30,-15,0,-50
2020-01-09,4:00:00 PM,9.00,216:40:00,-10,0,-50
2020-01-09,5:00:00 PM,9.00,216:42:30,-10,0,-50
2020-01-09,6:00:00 PM,9.00,216:45:00,-15,0,-50
2020-01-09,7:00:00 PM,9.00,216:47:30,-21,0,-50
2020-01-09,8:00:00 PM,9.00,216:50:00,-22,0,-50
2020-01-09,9:00:00 PM,9.00,216:52:30,-18,0,-50
2020-01-09,10:00:00 PM,9.00,216:55:00,-15,0,-50
2020-01-09,11:00:00 PM,9.00,216:57:30,-9,0,-50
2020-01-10,12:00:00 AM,10.00,240:00:00,-7,0,-50
2020-01-10,1:00:00 AM,10.00,240:02:30,-7,0,-50
2020-01-10,2:00:00 AM,10.00,240:05:00,-8,0,-50
2020-01-10,3:00:00 AM,10.00,240:07:30,-7,0,-50
2020-01-10,4:00:00 AM,10.00,240:10:00,-7,0,-50
2020-01-10,5:00:00 AM,10.00,240:12:30,-9,0,-50
2020-01-10,6:00:00 AM,10.00,240:15:00,-13,0,-50
2020-01-10,7:00:00 AM,10.00,240:17:30,-13,0,-50
2020-01-10,8:00:00 AM,10.00,240:20:00,-13,0,-50
2020-01-10,9:00:00 AM,10.00,240:22:30,-14,0,-50
2020-01-10,10:00:00 AM,10.00,240:25:00,-14,0,-50
2020-01-10,11:00:00 AM,10.00,240:27:30,-17,0,-50
2020-01-10,12:00:00 PM,10.00,240:30:00,-15,0,-50
2020-01-10,1:00:00 PM,10.00,240:32:30,-11,0,-50
2020-01-10,2:00:00 PM,10.00,240:35:00,-8,0,-50
2020-01-10,3:00:00 PM,10.00,240:37:30,-7,0,-50
2020-01-10,4:00:00 PM,10.00,240:40:00,-9,0,-50
2020-01-10,5:00:00 PM,10.00,240:42:30,-8,0,-50
2020-01-10,6:00:00 PM,10.00,240:45:00,-9,0,-50
2020-01-10,7:00:00 PM,10.00,240:47:30,-9,0,-50
2020-01-10,8:00:00 PM,10.00,240:50:00,-11,0,-50
2020-01-10,9:00:00 PM,10.00,240:52:30,-11,0,-50
2020-01-10,10:00:00 PM,10.00,240:55:00,-7,0,-50
2020-01-10,11:00:00 PM,10.00,240:57:30,-9,0,-50
2020-01-11,12:00:00 AM,11.00,264:00:00,-8,0,-50
2020-01-11,1:00:00 AM,11.00,264:02:30,-5,0,-50
2020-01-11,2:00:00 AM,11.00,264:05:00,-5,0,-50
2020-01-11,3:00:00 AM,11.00,264:07:30,-7,0,-50
2020-01-11,4:00:00 AM,11.00,264:10:00,-10,0,-50
2020-01-11,5:00:00 AM,11.00,264:12:30,-9,0,-50
2020-01-11,6:00:00 AM,11.00,264:15:00,-12,0,-50
2020-01-11,7:00:00 AM,11.00,264:17:30,-14,0,-50
2020-01-11,8:00:00 AM,11.00,264:20:00,-18,0,-50
2020-01-11,9:00:00 AM,11.00,264:22:30,-17,0,-50
2020-01-11,10:00:00 AM,11.00,264:25:00,-14,0,-50
2020-01-11,11:00:00 AM,11.00,264:27:30,-11,0,-50
2020-01-11,12:00:00 PM,11.00,264:30:00,-6,0,-50
2020-01-11,1:00:00 PM,11.00,264:32:30,-4,0,-50
2020-01-11,2:00:00 PM,11.00,264:35:00,-4,0,-50
2020-01-11,3:00:00 PM,11.00,264:37:30,-3,0,-50
2020-01-11,4:00:00 PM,11.00,264:40:00,-3,0,-50
2020-01-11,5:00:00 PM,11.00,264:42:30,-4,0,-50
2020-01-11,6:00:00 PM,11.00,264:45:00,-5,0,-50
2020-01-11,7:00:00 PM,11.00,264:47:30,-4,0,-50
2020-01-11,8:00:00 PM,11.00,264:50:00,-4,0,-50
2020-01-11,9:00:00 PM,11.00,264:52:30,-8,0,-50
2020-01-11,10:00:00 PM,11.00,264:55:00,-8,0,-50
2020-01-11,11:00:00 PM,11.00,264:57:30,-9,0,-50
2020-01-12,12:00:00 AM,12.00,288:00:00,-7,0,-50
2020-01-12,1:00:00 AM,12.00,288:02:30,-5,0,-50
2020-01-12,2:00:00 AM,12.00,288:05:00,-4,0,-50
2020-01-12,3:00:00 AM,12.00,288:07:30,-5,0,-50
2020-01-12,4:00:00 AM,12.00,288:10:00,-6,0,-50
2020-01-12,5:00:00 AM,12.00,288:12:30,-7,0,-50
2020-01-12,6:00:00 AM,12.00,288:15:00,-10,0,-50
2020-01-12,7:00:00 AM,12.00,288:17:30,-13,0,-50
2020-01-12,8:00:00 AM,12.00,288:20:00,-16,0,-50
2020-01-12,9:00:00 AM,12.00,288:22:30,-14,0,-50
2020-01-12,10:00:00 AM,12.00,288:25:00,-12,0,-50
2020-01-12,11:00:00 AM,12.00,288:27:30,-10,0,-50
2020-01-12,12:00:00 PM,12.00,288:30:00,-7,0,-50
2020-01-12,1:00:00 PM,12.00,288:32:30,-4,0,-50
2020-01-12,2:00:00 PM,12.00,288:35:00,-2,0,-50
2020-01-12,3:00:00 PM,12.00,288:37:30,-1,0,-50
2020-01-12,4:00:00 PM,12.00,288:40:00,-3,0,-50
2020-01-12,5:00:00 PM,12.00,288:42:30,-5,0,-50
2020-01-12,6:00:00 PM,12.00,288:45:00,-6,0,-50
2020-01-12,7:00:00 PM,12.00,288:47:30,-7,0,-50
2020-01-12,8:00:00 PM,12.00,288:50:00,-6,0,-50
2020-01-12,9:00:00 PM,12.00,288:52:30,-8,0,-50
2020-01-12,10:00:00 PM,12.00,288:55:00,-6,0,-50
2020-01-12,11:00:00 PM,12.00,288:57:30,-3,0,-50
2020-01-13,12:00:00 AM,13.00,312:00:00,-4,0,-50
2020-01-13,1:00:00 AM,13.00,312:02:30,-2,0,-50
2020-01-13,2:00:00 AM,13.00,312:05:00,0,0,-50
2020-01-13,3:00:00 AM,13.00,312:07:30,-1,0,-50
2020-01-13,4:00:00 AM,13.00,312:10:00,-2,0,-50
2020-01-13,5:00:00 AM,13.00,312:12:30,-1,0,-50
2020-01-13,6:00:00 AM,13.00,312:15:00,-1,0,-50
2020-01-13,7:00:00 AM,13.00,312:17:30,-1,0,-50
2020-01-13,8:00:00 AM,13.00,312:20:00,-3,0,-50
2020-01-13,9:00:00 AM,13.00,312:22:30,-2,0,-50
2020-01-13,10:00:00 AM,13.00,312:25:00,-3,0,-50
2020-01-13,11:00:00 AM,13.00,312:27:30,-4,0,-50
2020-01-13,12:00:00 PM,13.00,312:30:00,-5,0,-50
2020-01-13,1:00:00 PM,13.00,312:32:30,-3,0,-50
2020-01-13,2:00:00 PM,13.00,312:35:00,1,0,-50
2020-01-13,3:00:00 PM,13.00,312:37:30,1,0,-50
2020-01-13,4:00:00 PM,13.00,312:40:00,-2,0,-50
2020-01-13,5:00:00 PM,13.00,312:42:30,-1,0,-50
2020-01-13,6:00:00 PM,13.00,312:45:00,-1,0,-50
2020-01-13,7:00:00 PM,13.00,312:47:30,-2,0,-50
2020-01-13,8:00:00 PM,13.00,312:50:00,-2,0,-50
2020-01-13,9:00:00 PM,13.00,312:52:30,0,0,-50
2020-01-13,10:00:00 PM,13.00,312:55:00,1,0,-50
2020-01-13,11:00:00 PM,13.00,312:57:30,1,0,-50
2020-01-14,12:00:00 AM,14.00,336:00:00,-1,0,-50
2020-01-14,1:00:00 AM,14.00,336:02:30,0,0,-50
2020-01-14,2:00:00 AM,14.00,336:05:00,3,0,-50
2020-01-14,3:00:00 AM,14.00,336:07:30,5,0,-50
2020-01-14,4:00:00 AM,14.00,336:10:00,5,0,-50
2020-01-14,5:00:00 AM,14.00,336:12:30,4,0,-50
2020-01-14,6:00:00 AM,14.00,336:15:00,1,0,-50
2020-01-14,7:00:00 AM,14.00,336:17:30,0,0,-50
2020-01-14,8:00:00 AM,14.00,336:20:00,-3,0,-50
2020-01-14,9:00:00 AM,14.00,336:22:30,-6,0,-50
2020-01-14,10:00:00 AM,14.00,336:25:00,-5,0,-50
2020-01-14,11:00:00 AM,14.00,336:27:30,-4,0,-50
2020-01-14,12:00:00 PM,14.00,336:30:00,-5,0,-50
2020-01-14,1:00:00 PM,14.00,336:32:30,-7,0,-50
2020-01-14,2:00:00 PM,14.00,336:35:00,-8,0,-50
2020-01-14,3:00:00 PM,14.00,336:37:30,-5,0,-50
2020-01-14,4:00:00 PM,14.00,336:40:00,-6,0,-50
2020-01-14,5:00:00 PM,14.00,336:42:30,-4,0,-50
2020-01-14,6:00:00 PM,14.00,336:45:00,-5,0,-50
2020-01-14,7:00:00 PM,14.00,336:47:30,-4,0,-50
2020-01-14,8:00:00 PM,14.00,336:50:00,-2,0,-50
2020-01-14,9:00:00 PM,14.00,336:52:30,0,0,-50
2020-01-14,10:00:00 PM,14.00,336:55:00,-2,0,-50
2020-01-14,11:00:00 PM,14.00,336:57:30,-4,0,-50
2020-01-15,12:00:00 AM,15.00,360:00:00,-6,0,-50
2020-01-15,1:00:00 AM,15.00,360:02:30,-4,0,-50
2020-01-15,2:00:00 AM,15.00,360:05:00,-1,0,-50
2020-01-15,3:00:00 AM,15.00,360:07:30,3,0,-50
2020-01-15,4:00:00 AM,15.00,360:10:00,5,0,-50
2020-01-15,5:00:00 AM,15.00,360:12:30,6,0,-50
2020-01-15,6:00:00 AM,15.00,360:15:00,3,0,-50
2020-01-15,7:00:00 AM,15.00,360:17:30,0,0,-50
2020-01-15,8:00:00 AM,15.00,360:20:00,-2,0,-50
2020-01-15,9:00:00 AM,15.00,360:22:30,-7,0,-50
2020-01-15,10:00:00 AM,15.00,360:25:00,-10,0,-50
2020-01-15,11:00:00 AM,15.00,360:27:30,-6,0,-50
2020-01-15,12:00:00 PM,15.00,360:30:00,-1,0,-50
2020-01-15,1:00:00 PM,15.00,360:32:30,0,0,-50
2020-01-15,2:00:00 PM,15.00,360:35:00,0,0,-50
2020-01-15,3:00:00 PM,15.00,360:37:30,3,0,-50
2020-01-15,4:00:00 PM,15.00,360:40:00,4,0,-50
2020-01-15,5:00:00 PM,15.00,360:42:30,7,0,-50
2020-01-15,6:00:00 PM,15.00,360:45:00,6,0,-50
2020-01-15,7:00:00 PM,15.00,360:47:30,9,0,-50
2020-01-15,8:00:00 PM,15.00,360:50:00,13,0,-50
2020-01-15,9:00:00 PM,15.00,360:52:30,9,0,-50
2020-01-15,10:00:00 PM,15.00,360:55:00,4,0,-50
2020-01-15,11:00:00 PM,15.00,360:57:30,1,0,-50
2020-01-16,12:00:00 AM,16.00,384:00:00,0,0,-50
2020-01-16,1:00:00 AM,16.00,384:02:30,3,0,-50
2020-01-16,2:00:00 AM,16.00,384:05:00,7,0,-50
2020-01-16,3:00:00 AM,16.00,384:07:30,7,0,-50
2020-01-16,4:00:00 AM,16.00,384:10:00,10,0,-50
2020-01-16,5:00:00 AM,16.00,384:12:30,7,0,-50
2020-01-16,6:00:00 AM,16.00,384:15:00,10,0,-50
2020-01-16,7:00:00 AM,16.00,384:17:30,6,0,-50
2020-01-16,8:00:00 AM,16.00,384:20:00,3,0,-50
2020-01-16,9:00:00 AM,16.00,384:22:30,-2,0,-50
2020-01-16,10:00:00 AM,16.00,384:25:00,-9,0,-50
2020-01-16,11:00:00 AM,16.00,384:27:30,-13,0,-50
2020-01-16,12:00:00 PM,16.00,384:30:00,-12,0,-50
2020-01-16,1:00:00 PM,16.00,384:32:30,-9,0,-50
2020-01-16,2:00:00 PM,16.00,384:35:00,-9,0,-50
2020-01-16,3:00:00 PM,16.00,384:37:30,-6,0,-50
2020-01-16,4:00:00 PM,16.00,384:40:00,-4,0,-50
2020-01-16,5:00:00 PM,16.00,384:42:30,-6,0,-50
2020-01-16,6:00:00 PM,16.00,384:45:00,-5,0,-50
2020-01-16,7:00:00 PM,16.00,384:47:30,-4,0,-50
2020-01-16,8:00:00 PM,16.00,384:50:00,-7,0,-50
2020-01-16,9:00:00 PM,16.00,384:52:30,-7,0,-50
2020-01-16,10:00:00 PM,16.00,384:55:00,-4,0,-50
2020-01-16,11:00:00 PM,16.00,384:57:30,-5,0,-50
2020-01-17,12:00:00 AM,17.00,408:00:00,-4,0,-50
2020-01-17,1:00:00 AM,17.00,408:02:30,-2,0,-50
2020-01-17,2:00:00 AM,17.00,408:05:00,0,0,-50
2020-01-17,3:00:00 AM,17.00,408:07:30,2,0,-50
2020-01-17,4:00:00 AM,17.00,408:10:00,4,0,-50
2020-01-17,5:00:00 AM,17.00,408:12:30,3,0,-50
2020-01-17,6:00:00 AM,17.00,408:15:00,3,0,-50
2020-01-17,7:00:00 AM,17.00,408:17:30,1,0,-50
2020-01-17,8:00:00 AM,17.00,408:20:00,2,0,-50
2020-01-17,9:00:00 AM,17.00,408:22:30,0,0,-50
2020-01-17,10:00:00 AM,17.00,408:25:00,0,0,-50
2020-01-17,11:00:00 AM,17.00,408:27:30,3,0,-50
2020-01-17,12:00:00 PM,17.00,408:30:00,5,0,-50
2020-01-17,1:00:00 PM,17.00,408:32:30,6,0,-50
2020-01-17,2:00:00 PM,17.00,408:35:00,4,0,-50
2020-01-17,3:00:00 PM,17.00,408:37:30,5,0,-50
2020-01-17,4:00:00 PM,17.00,408:40:00,4,0,-50
2020-01-17,5:00:00 PM,17.00,408:42:30,3,0,-50
2020-01-17,6:00:00 PM,17.00,408:45:00,6,0,-50
2020-01-17,7:00:00 PM,17.00,408:47:30,8,0,-50
2020-01-17,8:00:00 PM,17.00,408:50:00,5,0,-50
2020-01-17,9:00:00 PM,17.00,408:52:30,2,0,-50
2020-01-17,10:00:00 PM,17.00,408:55:00,2,0,-50
2020-01-17,11:00:00 PM,17.00,408:57:30,1,0,-50
2020-01-18,12:00:00 AM,18.00,432:00:00,4,0,-50
2020-01-18,1:00:00 AM,18.00,432:02:30,4,0,-50
2020-01-18,2:00:00 AM,18.00,432:05:00,0,0,-50
2020-01-18,3:00:00 AM,18.00,432:07:30,-2,0,-50
2020-01-18,4:00:00 AM,18.00,432:10:00,0,0,-50
2020-01-18,5:00:00 AM,18.00,432:12:30,1,0,-50
